id:ID,:LABEL,preflabel,synonyms:IGNORE,name,description
HGNC:1867,GENE,CETN2,CALT|CEN2,centrin 2,"Caltractin belongs to a family of calcium-binding proteins and is a structural component of the centrosome.  The high level of conservation from algae to humans and its association with the centrosome suggested that caltractin plays a fundamental role in the structure and function of the microtubule-organizing center, possibly required for the proper duplication and segregation of the centrosome. [provided by RefSeq, Jul 2008]."
GO:0005814,PHYS,centriole,NA,centriole,NA
UBERON:0000465,ANAT,material anatomical entity,NA,material anatomical entity,NA
MONDO:0054573,DISO,Lopes-Maciel-Rodan syndrome,NA,Lopes-Maciel-Rodan syndrome,NA
HP:0001263,DISO,Global developmental delay,NA,Global developmental delay,NA
HGNC:9154,GENE,PNKP,AOA4|CMT2B2|EIEE10|MCSZ|PNK,polynucleotide kinase 3'-phosphatase,"This locus represents a gene involved in DNA repair. In response to ionizing radiation or oxidative damage, the protein encoded by this locus catalyzes 5' phosphorylation and 3' dephosphorylation of nucleic acids. Mutations at this locus have been associated with microcephaly, seizures, and developmental delay.[provided by RefSeq, Sep 2010]."
HP:0001337,DISO,Tremor,NA,Tremor,NA
HGNC:2711,GENE,DCTN1,DAP-150|DP-150|P135,dynactin subunit 1,"This gene encodes the largest subunit of dynactin, a macromolecular complex consisting of 10 subunits ranging in size from 22 to 150 kD. Dynactin binds to both microtubules and cytoplasmic dynein. Dynactin is involved in a diverse array of cellular functions, including ER-to-Golgi transport, the centripetal movement of lysosomes and endosomes, spindle formation, chromosome movement, nuclear positioning, and axonogenesis. This subunit interacts with dynein intermediate chain by its domains directly binding to dynein and binds to microtubules via a highly conserved glycine-rich cytoskeleton-associated protein (CAP-Gly) domain in its N-terminus. Alternative splicing of this gene results in multiple transcript variants encoding distinct isoforms. Mutations in this gene cause distal hereditary motor neuronopathy type VIIB (HMN7B) which is also known as distal spinal and bulbar muscular atrophy (dSBMA). [provided by RefSeq, Oct 2008]."
HGNC:4812,GENE,HAP1,HAP2|HIP5|HLP|hHLP1,huntingtin associated protein 1,"Huntington's disease (HD), a neurodegenerative disorder characterized by loss of striatal neurons, is caused by an expansion of a polyglutamine tract in the HD protein huntingtin. This gene encodes a protein that interacts with huntingtin, with two cytoskeletal proteins (dynactin and pericentriolar autoantigen protein 1), and with a hepatocyte growth factor-regulated tyrosine kinase substrate. The interactions with cytoskeletal proteins and a kinase substrate suggest a role for this protein in vesicular trafficking or organelle transport. Several alternatively spliced transcript variants encoding different isoforms have been described for this gene. [provided by RefSeq, Jul 2008]."
GO:0005654,PHYS,nucleoplasm,NA,nucleoplasm,NA
HGNC:9552,GENE,PSMC5,RPT6|S8|SUG-1|SUG1|TBP10|TRIP1|p45|p45/SUG,"proteasome 26S subunit, ATPase 5","The 26S proteasome is a multicatalytic proteinase complex with a highly ordered structure composed of 2 complexes, a 20S core and a 19S regulator. The 20S core is composed of 4 rings of 28 non-identical subunits; 2 rings are composed of 7 alpha subunits and 2 rings are composed of 7 beta subunits. The 19S regulator is composed of a base, which contains 6 ATPase subunits and 2 non-ATPase subunits, and a lid, which contains up to 10 non-ATPase subunits. Proteasomes are distributed throughout eukaryotic cells at a high concentration and cleave peptides in an ATP/ubiquitin-dependent process in a non-lysosomal pathway. An essential function of a modified proteasome, the immunoproteasome, is the processing of class I MHC peptides. This gene encodes one of the ATPase subunits, a member of the triple-A family of ATPases which have a chaperone-like activity. In addition to participation in proteasome functions, this subunit may participate in transcriptional regulation since it has been shown to interact with the thyroid hormone receptor and retinoid X receptor-alpha. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Nov 2010]."
GO:0005634,PHYS,nucleus,NA,nucleus,NA
HGNC:9534,GENE,PSMA5,PSC5|ZETA,proteasome 20S subunit alpha 5,"The proteasome is a multicatalytic proteinase complex with a highly ordered ring-shaped 20S core structure. The core structure is composed of 4 rings of 28 non-identical subunits; 2 rings are composed of 7 alpha subunits and 2 rings are composed of 7 beta subunits. Proteasomes are distributed throughout eukaryotic cells at a high concentration and cleave peptides in an ATP/ubiquitin-dependent process in a non-lysosomal pathway. An essential function of a modified proteasome, the immunoproteasome, is the processing of class I MHC peptides. This gene encodes a member of the peptidase T1A family, that is a 20S core alpha subunit. Multiple alternatively spliced transcript variants encoding two distinct isoforms have been found for this gene. [provided by RefSeq, Dec 2010]."
HGNC:9187,GENE,POLR2A,NEDHIB|POLR2|POLRA|RPB1|RPBh1|RPO2|RPOL2|RpIILS|hRPB220|hsRPB1,RNA polymerase II subunit A,"This gene encodes the largest subunit of RNA polymerase II, the polymerase responsible for synthesizing messenger RNA in eukaryotes. The product of this gene contains a carboxy terminal domain composed of heptapeptide repeats that are essential for polymerase activity. These repeats contain serine and threonine residues that are phosphorylated in actively transcribing RNA polymerase. In addition, this subunit, in combination with several other polymerase subunits, forms the DNA binding domain of the polymerase, a groove in which the DNA template is transcribed into RNA. [provided by RefSeq, Jul 2008]."
HGNC:9852,GENE,IPO7,Imp7|RANBP7,importin 7,"The importin-alpha/beta complex and the GTPase Ran mediate nuclear import of proteins with a classical nuclear localization signal. The protein encoded by this gene is a member of a class of approximately 20 potential Ran targets that share a sequence motif related to the Ran-binding site of importin-beta. Similar to importin-beta, this protein prevents the activation of Ran's GTPase by RanGAP1 and inhibits nucleotide exchange on RanGTP, and also binds directly to nuclear pore complexes where it competes for binding sites with importin-beta and transportin. This protein has a Ran-dependent transport cycle and it can cross the nuclear envelope rapidly and in both directions. At least four importin beta-like transport receptors, namely importin beta itself, transportin, RanBP5 and RanBP7, directly bind and import ribosomal proteins. [provided by RefSeq, Jul 2008]."
HGNC:2365,GENE,CRMP1,CRMP-1|DPYSL1|DRP-1|DRP1|ULIP-3,collapsin response mediator protein 1,"This gene encodes a member of a family of cytosolic phosphoproteins expressed exclusively in the nervous system. The encoded protein is thought to be a part of the semaphorin signal transduction pathway implicated in semaphorin-induced growth cone collapse during neural development. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2008]."
UBERON:0014892,ANAT,skeletal muscle organ,NA,skeletal muscle organ,NA
MGI:1098280,GENE,Crebbp,CBP|KAT3A|MKHK1|RSTS|RSTS1,CREB binding protein,"This gene is ubiquitously expressed and is involved in the transcriptional coactivation of many different transcription factors. First isolated as a nuclear protein that binds to cAMP-response element binding protein (CREB), this gene is now known to play critical roles in embryonic development, growth control, and homeostasis by coupling chromatin remodeling to transcription factor recognition. The protein encoded by this gene has intrinsic histone acetyltransferase activity and also acts as a scaffold to stabilize additional protein interactions with the transcription complex. This protein acetylates both histone and non-histone proteins. This protein shares regions of very high sequence similarity with protein p300 in its bromodomain, cysteine-histidine-rich regions, and histone acetyltransferase domain. Mutations in this gene cause Rubinstein-Taybi syndrome (RTS). Chromosomal translocations involving this gene have been associated with acute myeloid leukemia. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Feb 2009]."
GO:0005737,PHYS,cytoplasm,NA,cytoplasm,NA
HGNC:7879,GENE,CNOT3,IDDSADF|LENG2|NOT3|NOT3H,CCR4-NOT transcription complex subunit 3,NA
HP:0000369,DISO,Low-set ears,NA,Low-set ears,NA
GO:0099524,PHYS,postsynaptic cytosol,NA,postsynaptic cytosol,NA
HGNC:10548,GENE,ATXN1,ATX1|D6S504E|SCA1,ataxin 1,"The autosomal dominant cerebellar ataxias (ADCA) are a heterogeneous group of neurodegenerative disorders characterized by progressive degeneration of the cerebellum, brain stem and spinal cord. Clinically, ADCA has been divided into three groups: ADCA types I-III. ADCAI is genetically heterogeneous, with five genetic loci, designated spinocerebellar ataxia (SCA) 1, 2, 3, 4 and 6, being assigned to five different chromosomes. ADCAII, which always presents with retinal degeneration (SCA7), and ADCAIII often referred to as the `pure' cerebellar syndrome (SCA5), are most likely homogeneous disorders. Several SCA genes have been cloned and shown to contain CAG repeats in their coding regions. ADCA is caused by the expansion of the CAG repeats, producing an elongated polyglutamine tract in the corresponding protein. The expanded repeats are variable in size and unstable, usually increasing in size when transmitted to successive generations. The function of the ataxins is not known. This locus has been mapped to chromosome 6, and it has been determined that the diseased allele contains 40-83 CAG repeats, compared to 6-39 in the normal allele, and is associated with spinocerebellar ataxia type 1 (SCA1). Alternative splicing results in multiple transcript variants, with one variant encoding multiple distinct proteins, ATXN1 and Alt-ATXN1, due to the use of overlapping alternate reading frames. [provided by RefSeq, Nov 2017]."
